レイ,レイ,1291,1291,25,-8.9951
レイセイ,冷静,1287,1287,66,-8.1590
レイワ,令和,1291,1291,501,-8.2848
レオ,レオ,1291,1291,25,-8.8183
レオ,レオ,1292,1292,25,-9.1709
レキシ,歴史,1285,1285,356,-7.5023
レゴ,レゴ,1292,1292,296,-9.0382
レソウ,れそう,876,1301,17,-9.1598
レタ,れた,876,435,17,-6.3748
レタコト,れたこと,876,1310,17,-9.0684
レタノ,れたの,876,1310,17,-8.9654
レタリ,れたり,876,360,17,-9.1534
レッサ,列さ,586,586,403,-8.2360
レッシャ,列車,1285,1285,109,-8.3364
レッシロ,列しろ,588,588,403,-8.1566
レッス,列す,584,584,403,-8.1644
レッスル,列する,583,583,403,-8.1602
レッセ,列せ,586,586,52,-8.0094
レテ,れて,876,307,17,-6.2446
レテイ,れてい,876,930,17,-7.5959
レテイタ,れていた,876,435,17,-8.0815
レテイナイ,れていない,876,473,17,-9.1264
レテイマス,れています,876,491,17,-8.6313
レテイル,れている,876,919,17,-7.1109
レテオリ,れており,876,1197,17,-8.8431
レテモ,れても,876,262,17,-8.8496
レテル,れてる,876,307,17,-8.0917
レナイ,れない,873,473,17,-8.2426
レバノン,レバノン,1294,1294,326,-9.0668
レビュー,レビュー,1283,1283,318,-8.6064
レベル,レベル,1285,1285,351,-7.8957
レマシ,れまし,876,501,17,-8.3111
レマシタ,れました,876,435,17,-8.3380
レマス,れます,876,491,17,-8.2381
レル,れる,870,870,468,-2.2380
レルコト,れること,870,1310,17,-8.3745
レルト,れると,870,309,17,-9.0538
レルノ,れるの,870,1310,17,-8.4937
レルヨウ,れるよう,870,1312,17,-8.8764
レロ,れろ,874,874,468,-2.2332
レン,レン,1291,1291,149,-9.0593
レンアイ,恋愛,1283,1283,322,-8.3243
レンケイ,連携,1283,1283,154,-8.7229
レンゴウ,連合,1292,1292,131,-8.8689
レンサイ,連載,1283,1283,136,-8.0082
レンシュウ,練習,1283,1283,364,-7.8991
レンゾク,連続,1283,1283,178,-7.8760
レンポウセイフ,連邦政府,1292,1292,13,-8.7969
レンラク,連絡,1283,1283,271,-7.3843
レース,レース,1285,1285,63,-8.5930
