ノゥ,のぅ,283,283,501,-6.4789
ノウ,のう,283,283,437,-4.8228
ノウ,のう,479,479,437,-5.0533
ノォ,のぉ,283,283,501,-5.3839
ノオ,のお,283,283,501,-5.5631
ノカ,のか,1310,359,17,-6.6048
ノガ,のが,1310,148,17,-6.7945
ノコシ,残し,735,735,258,-5.7942
ノコス,残す,731,731,481,-6.0421
ノコセ,残せ,734,734,481,-6.0348
ノコト,のこと,368,1310,17,-7.3022
ノコリ,残り,788,788,471,-6.9273
ノコル,残る,772,772,471,-6.7596
ノコレ,残れ,784,784,471,-6.9160
ノゾキ,除き,689,689,481,-6.0603
ノゾク,除く,679,679,481,-6.0196
ノゾケ,除け,685,685,481,-6.0196
ノゾミ,望み,767,767,438,-6.5667
ノゾム,望む,762,762,438,-6.5298
ノゾム,臨む,762,762,471,-7.6575
ノゾメ,望め,765,765,438,-6.5258
ノゾメ,臨め,765,765,471,-7.6535
ノタメ,のため,368,1313,17,-7.6618
ノダ,のだ,1310,453,17,-7.4984
ノチ,のち,1314,1314,237,-7.4108
ノチ,のち,1313,1313,237,-7.6363
ノデ,ので,316,316,48,-2.3278
ノデ,ので,1310,458,17,-7.4844
ノデス,のです,1310,460,17,-6.6862
ノデスガ,のですが,1310,299,17,-7.0662
ノナカ,の中,368,1313,17,-7.3356
ノニ,のに,317,317,17,-2.7966
ノハ,のは,1310,261,17,-6.3807
ノバシ,伸ばし,735,735,258,-7.0606
ノバス,伸ばす,731,731,481,-7.2142
ノバセ,伸ばせ,734,734,481,-7.2069
ノヒト,の人,368,1285,17,-7.5115
ノベ,述べ,625,625,390,-6.8927
ノベル,述べる,619,619,481,-7.3750
ノベロ,述べろ,623,623,481,-7.3504
ノホウ,の方,368,1310,17,-7.1199
ノミ,のみ,349,349,283,-2.9182
ノミ,飲み,767,767,290,-5.2088
ノム,飲む,762,762,487,-5.3128
ノメ,飲め,765,765,487,-5.3088
ノモ,のも,1310,262,17,-7.4778
ノヨウ,のよう,368,1312,17,-7.3829
ノリ,乗り,788,788,471,-7.3159
ノル,乗る,772,772,471,-7.1482
ノレ,乗れ,784,784,471,-7.3046
