ニアタッテ,にあたって,184,184,282,-3.8472
ニアタッテ,に当たって,238,238,282,-4.2674
ニアタリ,にあたり,185,185,356,-4.0117
ニアタリ,に当たり,239,239,282,-4.7019
ニアタル,にあたる,188,188,349,-3.7790
ニアタル,に当たる,242,242,143,-4.1616
ニオイテ,において,189,189,456,-2.8011
ニオキマシテ,におきまして,190,190,153,-5.4404
ニオケル,における,191,191,456,-2.9900
ニカケ,にかけ,192,192,299,-4.3242
ニカケテ,にかけて,193,193,143,-3.2739
ニカンシ,に関し,220,220,214,-4.4346
ニカンシテ,に関して,221,221,468,-3.2890
ニカンシマシテ,に関しまして,222,222,501,-4.9826
ニカンスル,に関する,224,224,456,-3.1712
ニク,にく,105,105,48,-4.8589
ニクイ,にくい,113,113,48,-4.5700
ニクク,にくく,129,129,48,-4.7852
ニサイシ,に際し,225,225,282,-4.2017
ニサイシテ,に際して,226,226,282,-3.8575
ニサイシマシテ,に際しまして,227,227,501,-5.5840
ニシタガイ,に従い,228,228,282,-4.0751
ニシタガウ,に従う,231,231,456,-4.7511
ニシタガッテ,に従って,232,232,193,-3.9262
ニタイシ,に対し,233,233,282,-3.3025
ニタイシテ,に対して,234,234,216,-2.9602
ニタイシテ,にたいして,195,195,43,-4.6973
ニタイスル,に対する,237,237,43,-3.1376
ニタイスル,にたいする,198,198,388,-5.0009
ニッポン,日本,1294,1294,240,-3.5368
ニツイテ,について,199,199,468,-2.6527
ニツキ,につき,200,200,163,-4.0338
ニツキマシテ,につきまして,201,201,501,-5.4922
ニツケ,につけ,202,202,91,-4.7095
ニツレ,につれ,203,203,356,-4.1146
ニツレテ,につれて,204,204,356,-4.0359
ニテ,にて,152,152,224,-3.0606
ニトッテ,にとって,205,205,252,-3.0878
ニトリ,にとり,206,206,43,-4.9555
ニハ,には,151,261,17,-6.0799
ニマツワル,にまつわる,209,209,460,-4.0449
ニモ,にも,1289,1289,451,-6.4204
ニャ,にゃ,326,326,420,-4.2779
ニヨッテ,によって,210,210,468,-2.6690
ニヨリ,により,211,211,43,-2.7172
ニヨリマス,によります,213,213,501,-5.1748
ニヨル,による,214,214,43,-2.7162
ニワタッテ,にわたって,215,215,143,-3.7506
ニワタリ,にわたり,216,216,143,-3.9296
ニワタル,にわたる,219,219,143,-4.0017
