アイ,合い,1275,1275,161,-4.0616
アイ,あい,1275,1275,437,-5.0115
アイサ,愛さ,586,586,438,-6.2242
アイシロ,愛しろ,588,588,438,-6.1448
アイス,愛す,584,584,438,-6.1526
アイスル,愛する,583,583,438,-6.1485
アイツゲ,相次げ,726,726,422,-6.1950
アウ,合う,1255,1255,471,-3.9622
アウ,あう,1255,1255,438,-4.9738
アシタ,明日,1314,1314,17,-6.0796
アソビ,遊び,759,759,471,-5.4675
アソビ,遊び,1285,1285,290,-5.5478
アソブ,遊ぶ,754,754,471,-5.4647
アソベ,遊べ,757,757,471,-5.4635
アタラシ,新し,45,45,356,-4.9504
アタラシ,新し,39,39,356,-5.0252
アタラシイ,新しい,43,43,356,-5.2151
アタラシカレ,新しかれ,48,48,356,-4.9329
アタラシキ,新しき,44,44,356,-4.9334
アタラシク,新しく,51,51,356,-5.0953
アタラシュウ,新しゅう,49,49,356,-4.9329
アナタ,あなた,1306,1306,17,-5.4913
アノ,あの,1315,1315,17,-5.5804
アノ,あの,2,2,17,-5.6028
アマテラシ,あまてらし,839,839,293,-5.4841
アマテラス,あまてらす,836,836,293,-5.4742
アマテラセ,あまてらせ,838,838,293,-5.4841
アマリ,あまり,1282,1282,268,-5.8440
アメリカ,アメリカ,1294,1294,240,-4.8964
アメリカガッシュウコク,アメリカ合衆国,1294,1294,138,-6.0172
アラワス,表す,731,731,481,-6.1940
アラワセ,表せ,734,734,481,-6.1866
アリ,あり,409,409,249,-2.3509
アリ,あり,788,788,481,-3.1265
アリ,あり,1196,1196,249,-3.5527
アリ,あり,612,612,249,-3.6932
アリ,あり,616,616,249,-4.0513
アリガトウ,ありがとう,3,3,244,-3.6808
アル,ある,403,403,481,-2.1570
アル,ある,772,772,481,-2.9588
アル,ある,1092,1092,481,-3.4437
アル,ある,1315,1315,481,-6.1764
アルイハ,あるいは,556,556,287,-4.4312
アルキ,歩き,689,689,471,-6.2102
アルク,歩く,679,679,471,-6.1696
アルケ,歩け,685,685,471,-6.1695
アレ,あれ,407,407,47,-2.4311
アレ,あれ,784,784,481,-3.1152
アレ,あれ,1170,1170,47,-3.6684
アー,あー,2,2,80,-5.8438
