デアイ,出会い,832,832,51,-6.7564
デアウ,出会う,817,817,51,-6.7128
デアエ,出会え,826,826,51,-6.7071
デアッタ,であった,458,435,17,-7.8402
デアリ,であり,458,409,17,-7.7274
デアル,である,458,403,17,-6.5747
ディズニー,ディズニー,1292,1292,179,-7.8399
ディーエム,DM,1288,1288,213,-8.1343
デキ,でき,625,625,481,-4.3005
デキ,出来,625,625,268,-5.7335
デキ,出来,1285,1285,268,-5.7335
デキナイ,できない,622,473,17,-7.6367
デキル,できる,619,619,481,-4.0489
デキル,出来る,619,619,471,-5.7150
デキロ,できろ,623,623,481,-4.0243
デキロ,出来ろ,623,623,471,-5.6904
デケ,でけ,1003,1003,437,-5.5249
デザイン,デザイン,1283,1283,242,-7.2222
デシ,でし,466,466,17,-2.1485
デシタ,でした,466,435,17,-6.8561
デショウ,でしょう,463,506,17,-6.6185
デショウカ,でしょうか,463,359,17,-6.9676
デス,です,460,460,17,-1.8655
デスカ,ですか,460,359,17,-6.6967
デスカ,ですか,1292,1292,501,-7.3946
デスカラ,ですから,460,297,17,-8.1968
デスガ,ですが,460,299,17,-6.3556
デスガ,ですが,555,555,501,-7.7554
デスケド,ですけど,460,301,17,-7.7113
デスネ,ですね,460,279,17,-6.5415
デスヨ,ですよ,460,288,17,-6.5517
デスヨネ,ですよね,460,279,17,-7.0238
デテ,出て,625,307,17,-7.4289
デノ,での,149,368,17,-7.4521
デハ,では,149,261,17,-6.2880
デハ,では,458,261,17,-6.9840
デハ,では,555,555,268,-7.0051
デハ,では,1285,1285,268,-7.8071
デハナイ,ではない,458,473,17,-7.9257
デビュー,デビュー,1283,1283,334,-7.7607
デモ,でも,341,341,468,-2.6375
デモ,でも,555,555,468,-4.6667
デモ,でも,149,262,17,-6.8355
デル,出る,619,619,471,-5.4366
デル,でる,308,919,471,-5.5439
デロ,出ろ,623,623,471,-5.4120
デロ,でろ,623,623,471,-8.1816
デンマーク,デンマーク,1294,1294,463,-7.7199
デンワ,電話,1283,1283,445,-7.7368
データ,データ,1285,1285,431,-8.0421
